city;country;admin_name
Bandamūrlanka;India;Andhra Pradesh
Kalicherla;India;Andhra Pradesh
Mustafābād;India;Telangana
Channubanda;India;Andhra Pradesh
Islāmpur;India;West Bengal
Ranjal;India;Telangana
Keregodu;India;Karnātaka
Gampalagūdem;India;Andhra Pradesh
Pullalacheruvu;India;Andhra Pradesh
Makkuva;India;Andhra Pradesh
Madnūr;India;Telangana
Harīke;India;Punjab
Adigoppula;India;Andhra Pradesh
Pānuria;India;West Bengal
Chitvel;India;Andhra Pradesh
Tālgāchhi;India;West Bengal
Jagatballabhpur;India;West Bengal
Kismatpur;India;Telangana
Kālkuni;India;Karnātaka
Bārāsat;India;West Bengal
Teranikallu;India;Andhra Pradesh
Vīrapalle;India;Andhra Pradesh
Vidapanakallu;India;Andhra Pradesh
Navipet;India;Telangana
Jasāikāti;India;West Bengal
Bhagabatipur;India;West Bengal
Manipur;India;West Bengal
Rāiparthi;India;Telangana
Bāgalvād;India;Karnātaka
Bontapalli;India;Telangana
Devarkadra;India;Telangana
Garbhām;India;Andhra Pradesh
Churulia;India;West Bengal
Anantasāgaram;India;Andhra Pradesh
Yaragol;India;Karnātaka
Penumāka;India;Andhra Pradesh
Chintakommadinne;India;Andhra Pradesh
Korukollu;India;Andhra Pradesh
Ginigera;India;Karnātaka
Udrāmsar;India;Rājasthān
Nakkāpalle;India;Andhra Pradesh
Gangājalghāti;India;West Bengal
Tungaturti;India;Telangana
Majlispur;India;West Bengal
Peddapūdi;India;Andhra Pradesh
Chikhli;India;Gujarāt
Madnakal;India;Telangana
Galgali;India;Karnātaka
Kodakandla;India;Telangana
Chandpur;India;West Bengal
Vidavalūru;India;Andhra Pradesh
Gūmmadidola;India;Telangana
Khājuri;India;West Bengal
Tamballapalle;India;Andhra Pradesh
Rāvinūtala;India;Andhra Pradesh
Tekmāl;India;Telangana
Berghom;India;West Bengal
Vijayapuri South;India;Andhra Pradesh
Konāda;India;Andhra Pradesh
Dīgnagar;India;West Bengal
Jagannāthpur;India;West Bengal
Bībīnagar;India;Telangana
Venavanka;India;Telangana
Rangampeta;India;Andhra Pradesh
Rodalkundi;India;Karnātaka
Kottūru;India;Andhra Pradesh
Kethepalli;India;Telangana
Dūpādu;India;Andhra Pradesh
Chandipur;India;West Bengal
Māliāra;India;West Bengal
Khandaghosh;India;West Bengal
Kirugāvalu;India;Karnātaka
Karatber;India;West Bengal
Kolleti Kota;India;Andhra Pradesh
Chiwemla;India;Telangana
Takkellapādu;India;Andhra Pradesh
Dhanbela;India;West Bengal
Dommaranandyāla;India;Andhra Pradesh
Anigandlapādu;India;Andhra Pradesh
Kavulūru;India;Andhra Pradesh
Danagalli;India;Karnātaka
Naushahra Panwān;India;Punjab
Nallacheruvu;India;Andhra Pradesh
Peddakadabūru;India;Andhra Pradesh
Pālakurti;India;Telangana
Timmāpuram;India;Andhra Pradesh
Rāvipādu;India;Andhra Pradesh
Lakhanpur;India;Jharkhand
Pippara;India;Andhra Pradesh
Chiluvūru;India;Andhra Pradesh
Kaligiri;India;Andhra Pradesh
Mulakalacheruvu;India;Andhra Pradesh
Bīrkur;India;Telangana
Gopālganj;India;West Bengal
Rebāla;India;Andhra Pradesh
Nandivelugu;India;Andhra Pradesh
Bhātumra;India;Karnātaka
Bhāndārhāti;India;West Bengal
Tullūru;India;Andhra Pradesh
Nārāyanpur;India;Telangana
Niāla Kondapalle;India;Telangana
Yāzali;India;Andhra Pradesh
Berāberi;India;West Bengal
Gopālpur;India;West Bengal
Mahishkuchi;India;West Bengal
Pedda Ganjām;India;Andhra Pradesh
Uchalon;India;West Bengal
Huliyūrdurga;India;Karnātaka
Nekunāpuram;India;Andhra Pradesh
Pokūru;India;Andhra Pradesh
Bhadrapur;India;West Bengal
Manāli;India;Himāchal Pradesh
Mallepalli;India;Chhattīsgarh
Baruipāra;India;West Bengal
Nātavaram;India;Andhra Pradesh
Agali;India;Andhra Pradesh
Barua Gopālpur;India;West Bengal
Sūrampalle;India;Andhra Pradesh
Bara Bakra;India;West Bengal
Dhalpāl;India;West Bengal
Bajanki;India;Telangana
Gārladinne;India;Andhra Pradesh
Hire Kotankal;India;Karnātaka
Dātura;India;West Bengal
Wajrakarūr;India;Andhra Pradesh
Indrāni;India;West Bengal
Pāta Pandillapalle;India;Andhra Pradesh
Rājavommangi;India;Andhra Pradesh
Sante Kasalgere;India;Karnātaka
Mundlapādu;India;Andhra Pradesh
Haripur;India;West Bengal
Bujang;India;West Bengal
Hātinda;India;West Bengal
Mantūr;India;Karnātaka
Kirnāhar;India;West Bengal
Baireddipalle;India;Andhra Pradesh
Mathampalli;India;Telangana
Pāchipenta;India;Andhra Pradesh
Rādhāngar;India;West Bengal
Meliyāputtu;India;Andhra Pradesh
Bāishāta;India;West Bengal
Dāmaramadugu;India;Andhra Pradesh
Kruttivennu;India;Andhra Pradesh
Bestavārapeta;India;Andhra Pradesh
Nāmkhāna;India;West Bengal
Muglispur;India;West Bengal
Sheakhala;India;West Bengal
Rāmasamudram;India;Andhra Pradesh
Bargāri;India;Punjab
Chelyāma;India;West Bengal
Palagara;India;Andhra Pradesh
Gura;India;West Bengal
Adwitnagar;India;West Bengal
Ponnalūru;India;Andhra Pradesh
Khātra;India;West Bengal
Belsur;India;West Bengal
Polāki;India;Andhra Pradesh
Yādamari;India;Andhra Pradesh
Chātaparru;India;Andhra Pradesh
Mūlaguntapādu;India;Andhra Pradesh
Nīrmānvi;India;Karnātaka
Rānīganj;India;West Bengal
Krishnarānpur;India;West Bengal
Upputūru;India;Andhra Pradesh
Annāram;India;Telangana
Simlāpāl;India;West Bengal
Gosānimāri Bandar;India;West Bengal
Chinnakākāni;India;Andhra Pradesh
Chilakapālem;India;Andhra Pradesh
Nigan;India;West Bengal
Bījnapalli;India;Telangana
Pipa;India;West Bengal
Chandrasekharāpuram;India;Andhra Pradesh
Chennekottapalle;India;Andhra Pradesh
Fatehpor;India;Jammu and Kashmīr
Mogallu;India;Andhra Pradesh
Beluguppa;India;Andhra Pradesh
Rājbāri;India;West Bengal
Pārākaram;India;West Bengal
Chevella;India;Telangana
Kārumanchi;India;Andhra Pradesh
Bellūru;India;Karnātaka
Bandi Ātmakūru;India;Andhra Pradesh
Khanta;India;West Bengal
Kotauratla;India;Andhra Pradesh
Hāvaligi;India;Andhra Pradesh
Chintalavalasa;India;Andhra Pradesh
Polba;India;West Bengal
Mudinepalle;India;Andhra Pradesh
Kurupām;India;Andhra Pradesh
Hire Padsalgi;India;Karnātaka
Valigonda;India;Telangana
Sāyampet;India;Telangana
Sibkālinagar;India;West Bengal
Pedda Bhogila;India;Andhra Pradesh
Kodekal;India;Karnātaka
Bāgdaha;India;West Bengal
Umarpur;India;Jharkhand
Battili;India;Odisha
Katangūr;India;Telangana
Kunchanapalle;India;Andhra Pradesh
Kalingapatnam;India;Andhra Pradesh
Āspari;India;Andhra Pradesh
Nekkonda;India;Telangana
Karālapādu;India;Andhra Pradesh
Rudravaram;India;Andhra Pradesh
Rāngaipur;India;West Bengal
Cherukūru;India;Andhra Pradesh
Rāmapur;India;West Bengal
Rāmthenga;India;West Bengal
Devaruppal;India;Telangana
Morta;India;Andhra Pradesh
Kennālu;India;Karnātaka
Dhola;India;West Bengal
Bharatgarh;India;West Bengal
Digambarpur;India;West Bengal
Annavaram;India;Andhra Pradesh
Toplā;India;Madhya Pradesh
Holavanhalli;India;Karnātaka
Arakeri;India;Karnātaka
Bagchara;India;West Bengal
Dornipādu;India;Andhra Pradesh
Kamarpalli;India;Telangana
Lingasamudram;India;Andhra Pradesh
Mallārpur;India;West Bengal
Muppālla;India;Andhra Pradesh
Bādampūdi;India;Andhra Pradesh
Maipādu;India;Andhra Pradesh
Bagela;India;West Bengal
Kāndrakota;India;Andhra Pradesh
Khopākāti;India;West Bengal
Dwārapūdi;India;Andhra Pradesh
Malkāpuram;India;Andhra Pradesh
Mohanpur;India;West Bengal
Chaudepalle;India;Andhra Pradesh
Sāsan;India;West Bengal
Madhura;India;West Bengal
Katak Chincholi;India;Karnātaka
Amarkantak;India;Madhya Pradesh
Kālla;India;Andhra Pradesh
Sālgundi;India;Karnātaka
Kongal;India;Telangana
Mohanpur;India;West Bengal
Lakkavaram;India;Andhra Pradesh
Vempa;India;Andhra Pradesh
Bantumilli;India;Andhra Pradesh
Kantālia;India;West Bengal
Rimbik;India;West Bengal
Morgim;India;Goa
Pālhalli;India;Karnātaka
Bondapalle;India;Andhra Pradesh
Pulipādu;India;Andhra Pradesh
Beliātor;India;West Bengal
Paidipādu;India;Andhra Pradesh
Mandirtala;India;West Bengal
Kanagānapalle;India;Andhra Pradesh
Tipparti;India;Telangana
Etikoppāka;India;Andhra Pradesh
Gadivemula;India;Andhra Pradesh
Tārāchua;India;West Bengal
Kandlagunta;India;Andhra Pradesh
Mudivarti;India;Andhra Pradesh
Obuladevarcheruvu;India;Andhra Pradesh
Dariapur;India;West Bengal
Murarai;India;West Bengal
Maddipādu;India;Andhra Pradesh
Amadagūru;India;Andhra Pradesh
Kondavīdu;India;Andhra Pradesh
Matsyapuri;India;Andhra Pradesh
Moragudi;India;Andhra Pradesh
Karimnagar;India;West Bengal
Timmāpuram;India;Telangana
Brāhmanagūdem;India;Andhra Pradesh
Hebbūr;India;Karnātaka
Elangi;India;West Bengal
Palsa;India;West Bengal
Ventrapragada;India;Andhra Pradesh
Mandadam;India;Andhra Pradesh
Kotanandūru;India;Andhra Pradesh
Ellanūru;India;Andhra Pradesh
Sidhar;India;West Bengal
Baswa;India;West Bengal
Digalgrām;India;West Bengal
Kandāran;India;West Bengal
Kāvūru;India;Andhra Pradesh
Kāsimpur;India;West Bengal
Balatgi;India;Karnātaka
Bānpur;India;West Bengal
Dumpagadapa;India;Andhra Pradesh
Rācherla;India;Andhra Pradesh
Galaga;India;Karnātaka
Mahurāpur;India;West Bengal
Āndimatam;India;Tamil Nādu
Begunkudar;India;West Bengal
Kottapalle;India;Andhra Pradesh
Gobindapur;India;West Bengal
Kandgal;India;Karnātaka
Tāllacheruvu;India;Andhra Pradesh
Rāmchandrapur;India;West Bengal
Manoharpur;India;West Bengal
Ratua;India;West Bengal
Raipur;India;West Bengal
Kodūr;India;Telangana
Nātabāri Hāt;India;West Bengal
Bheliān;India;West Bengal
Nizāmpur;India;West Bengal
Bāruva;India;Andhra Pradesh
Khulna;India;West Bengal
Kariāli;India;West Bengal
Kyādgeri;India;Karnātaka
Nārathali;India;West Bengal
Jakrānpalli;India;Telangana
Nangli;India;Karnātaka
Algūr;India;Karnātaka
Dodharye;India;Karnātaka
Bāndhkhola;India;West Bengal
Gavunipalli;India;Karnātaka
Phulbāri;India;West Bengal
Kanamarlapūdi;India;Andhra Pradesh
Harispur;India;West Bengal
Peravali;India;Andhra Pradesh
Rentapālla;India;Andhra Pradesh
Kochcherla;India;Andhra Pradesh
Narendranagar;India;Uttarakhand
Ardavīdu;India;Andhra Pradesh
Elākkurichchi;India;Tamil Nādu
Mirkal;India;Karnātaka
Sathaur;India;West Bengal
Varadayyapālaiyam;India;Andhra Pradesh
Jejur;India;West Bengal
Venkatakrishnārayapuram;India;Andhra Pradesh
Jhikra;India;West Bengal
Duttalūru;India;Andhra Pradesh
Durgāpur;India;West Bengal
Khanta;India;West Bengal
Karavadi;India;Andhra Pradesh
Jagdeopur;India;Telangana
Chāpirevula;India;Andhra Pradesh
Somala;India;Andhra Pradesh
Mehegrām;India;West Bengal
Khedra;India;West Bengal
Uppalapādu;India;Andhra Pradesh
Kukunūru;India;Telangana
Onda;India;West Bengal
Muratpur;India;West Bengal
Pedda Nandipādu;India;Andhra Pradesh
Bhujabalapatnam;India;Andhra Pradesh
Chopra;India;West Bengal
Sandhwān;India;Punjab
Tālgrām;India;West Bengal
Chinna Chintakunta;India;Telangana
Bhāstāra;India;West Bengal
Rāmakuppam;India;Andhra Pradesh
Kottakki;India;Andhra Pradesh
Nandīgrām;India;West Bengal
Harvi;India;Karnātaka
Loutolim;India;Goa
Kūderu;India;Andhra Pradesh
Kalavalapalle;India;Andhra Pradesh
Kondramutla;India;Andhra Pradesh
Bajargaon;India;West Bengal
Pūsapātirega;India;Andhra Pradesh
Kyalanūr;India;Karnātaka
Attota;India;Andhra Pradesh
Bisor;India;West Bengal
Sārenga;India;West Bengal
Kochara;India;West Bengal
Murikipūdi;India;Andhra Pradesh
Medpalli;India;Telangana
Khata;India;Bihār
Musunūru;India;Andhra Pradesh
Timmasamudram;India;Andhra Pradesh
Chejerla;India;Andhra Pradesh
Nirman;India;West Bengal
Mirle;India;Karnātaka
Rādhānagar;India;West Bengal
Fatehpur;India;West Bengal
Bhulki;India;West Bengal
Ankāpuram;India;Telangana
Tārāpur;India;West Bengal
Hātgācha;India;West Bengal
Kerimeri;India;Telangana
Terlām;India;Andhra Pradesh
Sakkarepatna;India;Karnātaka
Mungonda;India;Andhra Pradesh
Bandarlapalli;India;Andhra Pradesh
Bevūr;India;Karnātaka
Konanki;India;Andhra Pradesh
Ranasthalam;India;Andhra Pradesh
Birajnagar;India;West Bengal
Lābpur;India;West Bengal
Tummurukota;India;Andhra Pradesh
Tondapi;India;Andhra Pradesh
Kothakota;India;Telangana
Benior;India;West Bengal
Nandalūr;India;Andhra Pradesh
Vallūru;India;Andhra Pradesh
Kākumānu;India;Andhra Pradesh
Chūrākuti;India;West Bengal
Pānāgarh;India;West Bengal
Nātalapādu;India;Andhra Pradesh
Ambārpeta;India;Andhra Pradesh
Majiyara;India;West Bengal
Goyamara;India;West Bengal
Pullampet;India;Andhra Pradesh
Masarkal;India;Karnātaka
Sītarāmpuram;India;Andhra Pradesh
Gajapatinagaram;India;Andhra Pradesh
Hattikuni;India;Karnātaka
Pūtalapattu;India;Andhra Pradesh
Kuvāgam;India;Tamil Nādu
Rhenok;India;Sikkim
Kondamanjulūru;India;Andhra Pradesh
Addatīgala;India;Andhra Pradesh
Yelmanaid;India;Telangana
Chillakūr;India;Andhra Pradesh
Kotipalle;India;Andhra Pradesh
Kāldhari;India;Andhra Pradesh
Lingadahalli;India;Karnātaka
Golugonda;India;Andhra Pradesh
Budhakhāli;India;West Bengal
Kosuvāripalle;India;Andhra Pradesh
Pedda Orampādu;India;Andhra Pradesh
Jāldhoa;India;West Bengal
Kalmali;India;Karnātaka
Gottipādu;India;Andhra Pradesh
Putlūru;India;Andhra Pradesh
Kapileswarapuram;India;Andhra Pradesh
Utukūr;India;Andhra Pradesh
Sabakpur;India;West Bengal
Piridi;India;Andhra Pradesh
Goli;India;Andhra Pradesh
Pogiri;India;Andhra Pradesh
Indiri;India;Karnātaka
Barabāri;India;West Bengal
Lingāreddipālem;India;Andhra Pradesh
Singareni;India;Telangana
Mejia;India;West Bengal
Tarlupādu;India;Andhra Pradesh
Gopavaram;India;Andhra Pradesh
Rāyna;India;West Bengal
Tādimarri;India;Andhra Pradesh
Kistnapatam;India;Andhra Pradesh
Kārepalli;India;Telangana
Harirāmpur;India;West Bengal
Fatehgarh Panjtur;India;Punjab
Pegadpalli;India;Telangana
Chinna Pāndrāka;India;Andhra Pradesh
Matmāri;India;Karnātaka
Lakshmisāgar;India;West Bengal
Kundapāk;India;Telangana
Kallankurichchi;India;Tamil Nādu
Peddāravīdu;India;Andhra Pradesh
Punchā;India;West Bengal
Gudipūdi;India;Andhra Pradesh
Cherlagudipādu;India;Andhra Pradesh
Rāmadugu;India;Telangana
Gote;India;Karnātaka
Vellalacheruvu;India;Andhra Pradesh
Komarāda;India;Andhra Pradesh
Nūjendla;India;Andhra Pradesh
Lansdowne;India;Uttarakhand
Dagadarti;India;Andhra Pradesh
Bhrigubanda;India;Andhra Pradesh
Kumārgrām;India;West Bengal
Basudha;India;West Bengal
Jukal;India;Telangana
Mantāda;India;Andhra Pradesh
Nambulapūlikunta;India;Andhra Pradesh
Kūnaparājuparva;India;Andhra Pradesh
Dandepalii;India;Telangana
Dammālapādu;India;Andhra Pradesh
Vanamaladinne;India;Andhra Pradesh
Kalavakuru;India;Andhra Pradesh
Rāmasamudram;India;Karnātaka
Vīrannapālem;India;Andhra Pradesh
Sītampeta;India;Andhra Pradesh
Gudivākalanka;India;Andhra Pradesh
Hamidi;India;Punjab
Gāzulmandiyam;India;Andhra Pradesh
Burda;India;West Bengal
Gosāba;India;West Bengal
Mustūr;India;Karnātaka
Korukonda;India;Odisha
Arīpānthan;India;Jammu and Kashmīr
Maddikera Agrahāram;India;Andhra Pradesh
Kolavennu;India;Andhra Pradesh
Chingarali;India;Karnātaka
Vegūru;India;Andhra Pradesh
Nandavaram;India;Andhra Pradesh
Nāgareddipet;India;Telangana
Chandragūdem;India;Andhra Pradesh
Gorubathān;India;West Bengal
Thode;India;West Bengal
Rolugunta;India;Andhra Pradesh
Velagaleru;India;Andhra Pradesh
Sāyipeta;India;Andhra Pradesh
Byādanūr;India;Karnātaka
Kulumūr;India;Tamil Nādu
Talamarla;India;Andhra Pradesh
Bandārupalle;India;Andhra Pradesh
Māchareddi;India;Telangana
Peddapasupula;India;Andhra Pradesh
Reddicherla;India;Andhra Pradesh
Manyapādu;India;Telangana
Samse;India;Karnātaka
Virapāpur;India;Karnātaka
Kāsipet;India;Telangana
Gundrevula;India;Andhra Pradesh
Rebna;India;Telangana
Atlūru;India;Andhra Pradesh
Tirupati;India;Andhra Pradesh
Rudravaram;India;Andhra Pradesh
Tuggali;India;Andhra Pradesh
Mulakalapalle;India;Telangana
Somapalle;India;Andhra Pradesh
Mallavaram;India;Andhra Pradesh
Venkatāpuram;India;Telangana